Similarity,File 1,File 2,Time 1,Time 1 End,Period 1,Culture 1,Region 1,Time 2,Time 2 End,Period 2,Culture 2,Region 2
0.765625,cyprus_2nd_13,cyprus_2nd_4,-200,100,Hellenistic,Cypriot,Cyprus,-200,100,Hellenistic,Cypriot,Cyprus
0.7578125,Palmyra47,Palmyra49,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.7421875,Palmyra39_male,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,100,Hellenistic,Cypriot,Cyprus
0.73046875,Palmyra47,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,100,Hellenistic,Cypriot,Cyprus
0.72265625,Palmyra38,egypt3rd_9,-100,300,Roman,Palmyrian,Mesopotamia,-300,200,Hellenistic,Egyptian,Egypt
0.71484375,Palmyra30,Palmyra39_male,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.70703125,Palmyra39_male,egypt_3rdcentury_BC_67,-100,300,Roman,Palmyrian,Mesopotamia,-300,200,Hellenistic,Greco-Egyptian,Egypt
0.70703125,Palmyra30,Palmyra38,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.69921875,cyprus_roman_15,ptolemaic_2,-100,200,Roman,Cypriot,Cyprus,-200,100,Hellenistic,Greco-Egyptian,Egypt
0.69921875,Palmyra39_male,cyprus_roman_15,-100,300,Roman,Palmyrian,Mesopotamia,-100,200,Roman,Cypriot,Cyprus
0.6953125,Palmyra38,Palmyra39_male,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.6953125,Palmyra39_male,ptolemaic_2,-100,300,Roman,Palmyrian,Mesopotamia,-200,100,Hellenistic,Greco-Egyptian,Egypt
0.69140625,Palmyra46,greek3rc3,-100,300,Roman,Palmyrian,Mesopotamia,-300,200,Hellenistic,Greek,Aegean
0.6875,Palmyra25,Palmyra39_male,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.6796875,Palmyra39_male,cyprus_2nd_4,-100,300,Roman,Palmyrian,Mesopotamia,-200,100,Hellenistic,Cypriot,Cyprus
0.67578125,Palmyra39_male,cypriot_hellenistic_1,-100,300,Roman,Palmyrian,Mesopotamia,-300,100,Hellenistic,Cypriot,Cyprus
0.67578125,cyprus_2nd_4,cyprus_roman_15,-200,100,Hellenistic,Cypriot,Cyprus,-100,200,Roman,Cypriot,Cyprus
0.671875,cyprus_3_77,cyprus_3rd_8,-300,100,Hellenistic,Cypriot,Cyprus,-300,100,Hellenistic,Cypriot,Cyprus
0.671875,cyprus_roman_15,egypt_3rdcentury_BC_67,-100,200,Roman,Cypriot,Cyprus,-300,200,Hellenistic,Greco-Egyptian,Egypt
0.66796875,cyprus_2nd_13,cyprus_3_77,-200,100,Hellenistic,Cypriot,Cyprus,-300,100,Hellenistic,Cypriot,Cyprus
0.6640625,Palmyra38,ptolemaic_2,-100,300,Roman,Palmyrian,Mesopotamia,-200,100,Hellenistic,Greco-Egyptian,Egypt
0.6640625,Palmyra49,egypt_3rdcentury_BC_67,-100,300,Roman,Palmyrian,Mesopotamia,-300,200,Hellenistic,Greco-Egyptian,Egypt
0.65625,Palmyra25,greek3rc3,-100,300,Roman,Palmyrian,Mesopotamia,-300,200,Hellenistic,Greek,Aegean
0.65234375,cyprus_roman_15,greek3rc3,-100,200,Roman,Cypriot,Cyprus,-300,200,Hellenistic,Greek,Aegean
0.65234375,Palmyra30,egypt_1st_2,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Roman-Egyptian,Egypt
0.6484375,cyprus_2nd_4,ptolemaic_2,-200,100,Hellenistic,Cypriot,Cyprus,-200,100,Hellenistic,Greco-Egyptian,Egypt
0.640625,Palmyra38,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,100,Hellenistic,Cypriot,Cyprus
0.63671875,Palmyra39_male,Palmyra46,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.63671875,Palmyra49,egypt_1st_2,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Roman-Egyptian,Egypt
0.63671875,Palmyra25,Palmyra46,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.6328125,cypriot_hellenistic_1,cyprus_3rd_8,-300,100,Hellenistic,Cypriot,Cyprus,-300,100,Hellenistic,Cypriot,Cyprus
0.62890625,cypriot_hellenistic_1,cyprus_2nd_13,-300,100,Hellenistic,Cypriot,Cyprus,-200,100,Hellenistic,Cypriot,Cyprus
0.625,Palmyra38,egypt_1st_2,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Roman-Egyptian,Egypt
0.62109375,cyprus_2_1_66,egypt_3rdcentury_BC_67,-200,100,Hellenistic,Cypriot,Cyprus,-300,200,Hellenistic,Greco-Egyptian,Egypt
0.62109375,cyprus_2nd_13,egypt3rd_9,-200,100,Hellenistic,Cypriot,Cyprus,-300,200,Hellenistic,Egyptian,Egypt
0.6171875,cypriot_hellenistic_1,greek1st_4,-300,100,Hellenistic,Cypriot,Cyprus,-100,100,Roman,Greek,Aegean
0.6171875,Palmyra30,egypt_3rdcentury_BC_67,-100,300,Roman,Palmyrian,Mesopotamia,-300,200,Hellenistic,Greco-Egyptian,Egypt
0.61328125,cyprus_3rd_8,egypt_3rd_12,-300,100,Hellenistic,Cypriot,Cyprus,-300,200,Hellenistic,Greco-Egyptian,Egypt
