Similarity,File 1,File 2,Time 1,Time 1 End,Period 1,Culture 1,Region 1,Time 2,Time 2 End,Period 2,Culture 2,Region 2
0.7925,cyprus_3rd_8,cyprus_4th_c_4,-300,-100,Hellenistic,Cypriot,Cyprus,-400,-300,Achaemenid,Cypriot,Cyprus
0.7325,Palmyra39_male,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,-100,Hellenistic,Cypriot,Cyprus
0.7325,levant_5c_43,new_kingdom_egypt2,-500,-400,Achaemenid,Phoenician,Levant,-1300,-1200,New Kingdom,Egyptian,Egypt
0.73,Palmyra47,levant_5c_43,-100,300,Roman,Palmyrian,Mesopotamia,-500,-400,Achaemenid,Phoenician,Levant
0.7275,egypt_19_5,egypt_19th_5,-1300,-1200,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.7275,cyprus_4th_2,greek4-14,-400,-300,Achaemenid,Cypriot,Cyprus,-400,-300,Hellenistic,Greek,Aegean
0.725,cyprus_2nd_13,cyprus_4th_c_4,-200,-100,Hellenistic,Cypriot,Cyprus,-400,-300,Achaemenid,Cypriot,Cyprus
0.725,egypt_19th_5,levant_5c_43,-1300,-1200,New Kingdom,Egyptian,Egypt,-500,-400,Achaemenid,Phoenician,Levant
0.72,Palmyra30,Palmyra47,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.72,egypt3rd_9,levant_5c_43,-300,-200,Hellenistic,Egyptian,Egypt,-500,-400,Achaemenid,Phoenician,Levant
0.72,cyprus_4th_c_4,cyprus_roman_15,-400,-300,Achaemenid,Cypriot,Cyprus,-100,200,Roman,Cypriot,Cyprus
0.72,cypriot_6th_8,idlion_6th_15,-600,-500,Neo-Babylonian,Cypriot,Cyprus,-600,-500,Neo-Babylonian,Cypriot,Cyprus
0.72,Palmyra39_male,Palmyra47,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.7175,Palmyra47,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,-100,Hellenistic,Cypriot,Cyprus
0.715,Palmyra25,Palmyra47,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.7125,Palmyra47,Palmyra49,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.7125,cyprus_2nd_13,sm_22_9,-200,-100,Hellenistic,Cypriot,Cyprus,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.7125,Palmyra25,Palmyra49,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.7125,Palmyra47,cyprus_4th_c_4,-100,300,Roman,Palmyrian,Mesopotamia,-400,-300,Achaemenid,Cypriot,Cyprus
0.71,egypt_12dynasty_7,levant_5c_43,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-500,-400,Achaemenid,Phoenician,Levant
0.71,Palmyra47,egypt_12dynasty_7,-100,300,Roman,Palmyrian,Mesopotamia,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.71,greek4-14,levant_5c_43,-400,-300,Hellenistic,Greek,Aegean,-500,-400,Achaemenid,Phoenician,Levant
0.71,Palmyra47,cyprus_3rd_8,-100,300,Roman,Palmyrian,Mesopotamia,-300,-100,Hellenistic,Cypriot,Cyprus
0.71,cyprus_4th_8,egypt_1st_2,-400,-300,Achaemenid,Cypriot,Cyprus,-100,300,Roman,Roman-Egyptian,Egypt
0.71,Palmyra30,Palmyra39_male,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.71,Palmyra30,levant_5c_43,-100,300,Roman,Palmyrian,Mesopotamia,-500,-400,Achaemenid,Phoenician,Levant
0.7075,cyprus_2nd_4,cyprus_4th_c_4,-200,-100,Hellenistic,Cypriot,Cyprus,-400,-300,Achaemenid,Cypriot,Cyprus
0.7075,cyprus_2nd_4,cyprus_6th_c_21,-200,-100,Hellenistic,Cypriot,Cyprus,-600,-500,Neo-Babylonian,Cypriot,Cyprus
0.7075,Palmyra25,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,-100,Hellenistic,Cypriot,Cyprus
0.7075,Palmyra46,greek4-14,-100,300,Roman,Palmyrian,Mesopotamia,-400,-300,Hellenistic,Greek,Aegean
0.705,Palmyra30,egypt_19th_5,-100,300,Roman,Palmyrian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.705,cyprus_2nd_4,cyprus_3rd_8,-200,-100,Hellenistic,Cypriot,Cyprus,-300,-100,Hellenistic,Cypriot,Cyprus
0.705,greek4-14,phoenician_5_2,-400,-300,Hellenistic,Greek,Aegean,-500,-400,Achaemenid,Phoenician,Levant
0.7025,cypro_6th_centuryBC1,greek6_1,-600,-500,Neo-Babylonian,Cypriot,Cyprus,-600,-500,Archaic,Greek,Aegean
0.7025,cyprus_2nd_13,cyprus_2nd_4,-200,-100,Hellenistic,Cypriot,Cyprus,-200,-100,Hellenistic,Cypriot,Cyprus
0.7025,cyprus_2nd_4,egypt_4thd_15,-200,-100,Hellenistic,Cypriot,Cyprus,-2600,-2500,Old Kingdom,Egyptian,Egypt
