Similarity,File 1,File 2,Time 1,Time 1 End,Period 1,Culture 1,Region 1,Time 2,Time 2 End,Period 2,Culture 2,Region 2
0.85,cyprus_3rd_8,cyprus_4th_c_4,300,100,Hellenistic,Cypriot,Cyprus,400,300,Achaemenid,Cypriot,Cyprus
0.84,cypriot_6th_8,idlion_6th_15,600,500,Neo-Babylonian,Cypriot,Cyprus,600,500,Neo-Babylonian,Cypriot,Cyprus
0.81,egypt5d_31,egypt_4thd_15,2600,2400,Old Kingdom,Egyptian,Egypt,2600,2500,Old Kingdom,Egyptian,Egypt
0.8,cyprus_6th_c_21,ptolemaic_2,600,500,Neo-Babylonian,Cypriot,Cyprus,200,100,Hellenistic,Greco-Egyptian,Egypt
0.8,egypt_3rdcentury_BC_67,greek2nd_4,300,200,Hellenistic,Greco-Egyptian,Egypt,200,100,Hellenistic,Greek,Aegean
0.79,egypt_12dynasty_7,new_kingdom_egypt2,2000,1800,Middle Kingdom,Egyptian,Egypt,1300,1200,New Kingdom,Egyptian,Egypt
0.79,egypt5d_31,egypt_3rdcentury_BC_67,2600,2400,Old Kingdom,Egyptian,Egypt,300,200,Hellenistic,Greco-Egyptian,Egypt
0.79,cyprus_2nd_13,egypt5d_31,200,100,Hellenistic,Cypriot,Cyprus,2600,2400,Old Kingdom,Egyptian,Egypt
0.79,egypt_12d_9,egypt_18d_61,1900,1800,Middle Kingdom,Egyptian,Egypt,1500,1400,New Kingdom,Egyptian,Egypt
0.79,egypt_13th_century,egypt_26th_dynasty1,1300,1200,Middle Kingdom,Egyptian,Egypt,700,500,Saite Period,Egyptian,Egypt
0.78,egypt_4thd_15,new_kingdom_egypt2,2600,2500,Old Kingdom,Egyptian,Egypt,1300,1200,New Kingdom,Egyptian,Egypt
0.78,egypt_18_34,egypt_18d_44,1500,1400,New Kingdom,Egyptian,Egypt,1500,1400,New Kingdom,Egyptian,Egypt
0.78,egypt3rd_9,new_kingdom_egypt2,300,200,Hellenistic,Egyptian,Egypt,1300,1200,New Kingdom,Egyptian,Egypt
0.78,cyprus_4th_c_4,egypt_13th_century,400,300,Achaemenid,Cypriot,Cyprus,1300,1200,Middle Kingdom,Egyptian,Egypt
0.78,cyprus_6th_c_21,cyprus_roman_15,600,500,Neo-Babylonian,Cypriot,Cyprus,100,0,Roman,Cypriot,Cyprus
0.78,achaemenid4,egypt5d_31,500,400,Achaemenid,Achaemenid,Iran,2600,2400,Old Kingdom,Egyptian,Egypt
0.78,cyprus_6th_c_21,egypt_22_3,600,500,Neo-Babylonian,Cypriot,Cyprus,1000,700,Third Intermediate,Egyptian,Egypt
0.77,cypriot_6th_10,egypt_22_3,600,500,Neo-Babylonian,Cypriot,Cyprus,1000,700,Third Intermediate,Egyptian,Egypt
0.77,egypt13c_3,egypt5d_31,1300,1200,New Kingdom,Egyptian,Egypt,2600,2400,Old Kingdom,Egyptian,Egypt
0.77,egypt_6thC_14,greek2nd_4,600,500,Saite Period,Egyptian,Egypt,200,100,Hellenistic,Greek,Aegean
0.77,achaemenid4,egypt_3rdcentury_BC_67,500,400,Achaemenid,Achaemenid,Iran,300,200,Hellenistic,Greco-Egyptian,Egypt
0.77,egypt_12thC_19,egypt_3rdcentury_BC_67,1200,1100,New Kingdom,Egyptian,Egypt,300,200,Hellenistic,Greco-Egyptian,Egypt
0.77,cyprus_2nd_4,cyprus_6th_c_21,200,100,Hellenistic,Cypriot,Cyprus,600,500,Neo-Babylonian,Cypriot,Cyprus
0.77,achaemenid_1,assyrian4,500,400,Achaemenid,Achaemenid,Iran,700,600,Neo-Assyrian,Assyrian,Mesopotamia
0.77,cyprus_4th_c_4,greek4-14,400,300,Achaemenid,Cypriot,Cyprus,400,300,Hellenistic,Greek,Aegean
0.77,cyprus_roman_15,egypt5d_31,100,0,Roman,Cypriot,Cyprus,2600,2400,Old Kingdom,Egyptian,Egypt
0.77,achaemenid4,cyprus_4th_8,500,400,Achaemenid,Achaemenid,Iran,400,300,Achaemenid,Cypriot,Cyprus
0.77,egypt5d_31,egypt_18d_44,2600,2400,Old Kingdom,Egyptian,Egypt,1500,1400,New Kingdom,Egyptian,Egypt
0.77,cyprus_roman_15,greek4-14,100,0,Roman,Cypriot,Cyprus,400,300,Hellenistic,Greek,Aegean
0.76,cypriot_6th_7,egypt_5th_dynasty1,600,500,Neo-Babylonian,Cypriot,Cyprus,2500,2300,Old Kingdom,Egyptian,Egypt
0.76,cypriot_6th_10,cypriot_6th_8,600,500,Neo-Babylonian,Cypriot,Cyprus,600,500,Neo-Babylonian,Cypriot,Cyprus
0.76,egypt5d_31,phoenician_5_2,2600,2400,Old Kingdom,Egyptian,Egypt,500,400,Achaemenid,Phoenician,Levant
0.76,egypt_18d_44,egypt_4thd_15,1500,1400,New Kingdom,Egyptian,Egypt,2600,2500,Old Kingdom,Egyptian,Egypt
0.76,egypt_18d_61,ptolemaic_2,1500,1400,New Kingdom,Egyptian,Egypt,200,100,Hellenistic,Greco-Egyptian,Egypt
0.75,cyprus_5th_8,egypt_3rdcentury_BC_67,500,400,Achaemenid,Cypriot,Cyprus,300,200,Hellenistic,Greco-Egyptian,Egypt
0.75,egypt5d_31,new_kingdom_egypt2,2600,2400,Old Kingdom,Egyptian,Egypt,1300,1200,New Kingdom,Egyptian,Egypt
0.75,achaemenid6,cyprus_2nd_13,500,400,Achaemenid,Achaemenid,Iran,200,100,Hellenistic,Cypriot,Cyprus
0.75,egypt_12dynasty_7,egypt_3rdcentury_BC_67,2000,1800,Middle Kingdom,Egyptian,Egypt,300,200,Hellenistic,Greco-Egyptian,Egypt
0.75,egypt_12dynasty_7,egypt_4thd_15,2000,1800,Middle Kingdom,Egyptian,Egypt,2600,2500,Old Kingdom,Egyptian,Egypt
0.75,egypt_3rdcentury_BC_67,egypt_6thC_14,300,200,Hellenistic,Greco-Egyptian,Egypt,600,500,Saite Period,Egyptian,Egypt
0.75,cyprus_5th_8,egypt_3rd_10,500,400,Achaemenid,Cypriot,Cyprus,300,200,Hellenistic,Greco-Egyptian,Egypt
0.75,achaemenid2,achaemenid4,500,400,Achaemenid,Achaemenid,Iran,500,400,Achaemenid,Achaemenid,Iran
0.75,egypt_13th_century,egypt_19_5,1300,1200,Middle Kingdom,Egyptian,Egypt,1300,1200,New Kingdom,Egyptian,Egypt
0.75,cyprus_4th_c_4,egypt_26th_dynasty1,400,300,Achaemenid,Cypriot,Cyprus,700,500,Saite Period,Egyptian,Egypt
0.75,egypt13c_3,ramsesII,1300,1200,New Kingdom,Egyptian,Egypt,1300,1200,New Kingdom,Egyptian,Egypt
0.75,egypt5d_31,neo_assyrian6,2600,2400,Old Kingdom,Egyptian,Egypt,900,600,Neo-Assyrian,Assyrian,Mesopotamia
0.75,cyprus_5th_8,egypt_18d_44,500,400,Achaemenid,Cypriot,Cyprus,1500,1400,New Kingdom,Egyptian,Egypt
0.75,egypt5d_31,egypt_18d_61,2600,2400,Old Kingdom,Egyptian,Egypt,1500,1400,New Kingdom,Egyptian,Egypt
0.75,cyprus_4th_8,greek4_7,400,300,Achaemenid,Cypriot,Cyprus,400,300,Hellenistic,Greek,Aegean
0.75,cyprus_2nd_4,ptolemaic_2,200,100,Hellenistic,Cypriot,Cyprus,200,100,Hellenistic,Greco-Egyptian,Egypt
0.75,cyprus_4th_8,egypt_12thC_19,400,300,Achaemenid,Cypriot,Cyprus,1200,1100,New Kingdom,Egyptian,Egypt
0.75,cyprus_6-5c_43,greek5th_6,600,500,Neo-Babylonian,Cypriot,Cyprus,500,400,Hellenistic,Greek,Aegean
0.75,egypt3rd_9,egypt_12dynasty_7,300,200,Hellenistic,Egyptian,Egypt,2000,1800,Middle Kingdom,Egyptian,Egypt
0.74,cyprus_3rd_8,egypt_26th_dynasty1,300,100,Hellenistic,Cypriot,Cyprus,700,500,Saite Period,Egyptian,Egypt
0.74,egypt_18d_44,neo_assyrian6,1500,1400,New Kingdom,Egyptian,Egypt,900,600,Neo-Assyrian,Assyrian,Mesopotamia
0.74,cyprus_roman_15,ptolemaic_2,100,0,Roman,Cypriot,Cyprus,200,100,Hellenistic,Greco-Egyptian,Egypt
0.74,egypt_3rd_12,greek4th_1,300,200,Hellenistic,Greco-Egyptian,Egypt,400,300,Hellenistic,Greek,Aegean
0.74,egypt5d_31,egypt_12d_9,2600,2400,Old Kingdom,Egyptian,Egypt,1900,1800,Middle Kingdom,Egyptian,Egypt
0.74,egypt13c_3,egypt_4thd_15,1300,1200,New Kingdom,Egyptian,Egypt,2600,2500,Old Kingdom,Egyptian,Egypt
0.74,egypt_13th_century,neo_assyrian4,1300,1200,Middle Kingdom,Egyptian,Egypt,900,600,Neo-Assyrian,Assyrian,Mesopotamia
0.74,achaemenid5,phoenician_4_2,500,400,Achaemenid,Achaemenid,Iran,400,300,Achaemenid,Phoenician,Levant
0.74,egypt_18d_44,new_kingdom_egypt2,1500,1400,New Kingdom,Egyptian,Egypt,1300,1200,New Kingdom,Egyptian,Egypt
0.74,egypt_12d_9,phoenician_4_1,1900,1800,Middle Kingdom,Egyptian,Egypt,400,300,Achaemenid,Phoenician,Levant
0.74,achaemenid4,achaemenid6,500,400,Achaemenid,Achaemenid,Iran,500,400,Achaemenid,Achaemenid,Iran
0.74,achaemenid4,egypt_12dynasty_7,500,400,Achaemenid,Achaemenid,Iran,2000,1800,Middle Kingdom,Egyptian,Egypt
0.74,egypt_18d_44,egypt_3rdcentury_BC_67,1500,1400,New Kingdom,Egyptian,Egypt,300,200,Hellenistic,Greco-Egyptian,Egypt
0.73,greek1st_4,greek2nd_4,100,0,Roman,Greek,Aegean,200,100,Hellenistic,Greek,Aegean
0.73,egypt_19_5,egypt_19th_5,1300,1200,New Kingdom,Egyptian,Egypt,1300,1200,New Kingdom,Egyptian,Egypt
0.73,cyprus_5th_8,cyprus_roman_15,500,400,Achaemenid,Cypriot,Cyprus,100,0,Roman,Cypriot,Cyprus
0.73,cypriot_6th_10,cyprus_7-6th_BC-5,600,500,Neo-Babylonian,Cypriot,Cyprus,700,600,Neo-Assyrian,Cypriot,Cyprus
0.73,cyprus_4th_8,cyprus_5th_8,400,300,Achaemenid,Cypriot,Cyprus,500,400,Achaemenid,Cypriot,Cyprus
0.73,achaemenid4,egypt_4thd_15,500,400,Achaemenid,Achaemenid,Iran,2600,2500,Old Kingdom,Egyptian,Egypt
0.73,cypro_6th_centuryBC1,greek6_1,600,500,Neo-Babylonian,Cypriot,Cyprus,600,500,Hellenistic,Greek,Aegean
0.73,cyprus_2nd_13,egypt_6thC_14,200,100,Hellenistic,Cypriot,Cyprus,600,500,Saite Period,Egyptian,Egypt
0.73,cypriot_6th_10,cyprus_4th_c_4,600,500,Neo-Babylonian,Cypriot,Cyprus,400,300,Achaemenid,Cypriot,Cyprus
0.73,cyprus_4th_2,greek4-14,400,300,Achaemenid,Cypriot,Cyprus,400,300,Hellenistic,Greek,Aegean
0.73,cyprus_4th_8,phoenician_5_2,400,300,Achaemenid,Cypriot,Cyprus,500,400,Achaemenid,Phoenician,Levant
0.73,assyrian4,phoenician_5_3,700,600,Neo-Assyrian,Assyrian,Mesopotamia,500,400,Achaemenid,Phoenician,Levant
0.73,cyprus_5th_8,ptolemaic_2,500,400,Achaemenid,Cypriot,Cyprus,200,100,Hellenistic,Greco-Egyptian,Egypt
