Similarity,File 1,File 2,Time 1,Time 1 End,Period 1,Culture 1,Region 1,Time 2,Time 2 End,Period 2,Culture 2,Region 2
0.7325,Palmyra39_male,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,-100,Hellenistic,Cypriot,Cyprus
0.72,Palmyra39_male,Palmyra47,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.72,Palmyra30,Palmyra47,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.7175,Palmyra47,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,-100,Hellenistic,Cypriot,Cyprus
0.715,Palmyra25,Palmyra47,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.7125,Palmyra47,Palmyra49,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.7125,Palmyra25,Palmyra49,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.71,Palmyra30,Palmyra39_male,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.71,Palmyra47,cyprus_3rd_8,-100,300,Roman,Palmyrian,Mesopotamia,-300,-100,Hellenistic,Cypriot,Cyprus
0.7075,Palmyra25,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,-100,Hellenistic,Cypriot,Cyprus
0.7075,Palmyra46,greek4-14,-100,300,Roman,Palmyrian,Mesopotamia,-400,-300,Hellenistic,Greek,Aegean
0.705,cyprus_2nd_4,cyprus_3rd_8,-200,-100,Hellenistic,Cypriot,Cyprus,-300,-100,Hellenistic,Cypriot,Cyprus
0.7025,cyprus_2nd_13,cyprus_2nd_4,-200,-100,Hellenistic,Cypriot,Cyprus,-200,-100,Hellenistic,Cypriot,Cyprus
