Similarity,File 1,File 2,Time 1,Time 1 End,Period 1,Culture 1,Region 1,Time 2,Time 2 End,Period 2,Culture 2,Region 2
0.87,Palmyra30,Palmyra47,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.85,cyprus_3rd_8,cyprus_4th_c_4,-300,-100,Hellenistic,Cypriot,Cyprus,-400,-300,Achaemenid,Cypriot,Cyprus
0.85,Palmyra25,Palmyra30,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.84,Palmyra25,Palmyra47,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.84,cypriot_6th_8,idlion_6th_15,-600,-500,Neo-Babylonian,Cypriot,Cyprus,-600,-500,Neo-Babylonian,Cypriot,Cyprus
0.84,assyria9thc3,egypt_6c_15,-900,-800,Neo-Assyrian,Assyrian,Mesopotamia,-600,-500,Saite Period,Egyptian,Egypt
0.83,greece_27_2200BCE6,greece_27_2300BCE4,-2700,-2200,Cycladic,Cyclades,Aegean,-2700,-2300,Cycladic,Cyclades,Aegean
0.83,canaanite_61.JPG,levant_1400-1200BC_2,-1400,-1200,Late Bronze,Canaanite,Levant,-1400,-1200,Late Bronze,Canaanite,Levant
0.83,Palmyra30,egypt_12thC_19,-100,300,Roman,Palmyrian,Mesopotamia,-1200,-1100,New Kingdom,Egyptian,Egypt
0.83,Palmyra30,egypt_12dynasty_7,-100,300,Roman,Palmyrian,Mesopotamia,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.82,Palmyra25,Palmyra49,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.82,Palmyra30,Palmyra38,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.82,Palmyra47,achaemenid4,-100,300,Roman,Palmyrian,Mesopotamia,-500,-400,Achaemenid,Achaemenid,Iran
0.82,Palmyra49,egypt_12thC_19,-100,300,Roman,Palmyrian,Mesopotamia,-1200,-1100,New Kingdom,Egyptian,Egypt
0.81,Palmyra38,egypt_12dynasty_7,-100,300,Roman,Palmyrian,Mesopotamia,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.81,Palmyra47,cyprus_roman_15,-100,300,Roman,Palmyrian,Mesopotamia,-100,200,Roman,Cypriot,Cyprus
0.81,Palmyra30,Palmyra49,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.81,Palmyra33,indus1,-100,300,Roman,Palmyrian,Mesopotamia,-2200,-1900,Harappan,Indus,Indus
0.81,Palmyra25,cyprus_4th_c_4,-100,300,Roman,Palmyrian,Mesopotamia,-400,-300,Achaemenid,Cypriot,Cyprus
0.81,Palmyra48,egypt_6_1,-100,300,Roman,Palmyrian,Mesopotamia,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.81,Palmyra25,susa2,-100,300,Roman,Palmyrian,Mesopotamia,-1400,-1100,Late Bronze Age,Elamite,Iran
0.8,cyprus_2nd_13,greek4-14,-200,-100,Hellenistic,Cypriot,Cyprus,-400,-300,Hellenistic,Greek,Aegean
0.8,Palmyra49,egypt_12dynasty_7,-100,300,Roman,Palmyrian,Mesopotamia,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.8,egypt_3rdcentury_BC_67,greek2nd_4,-300,-200,Hellenistic,Greco-Egyptian,Egypt,-200,-100,Hellenistic,Greek,Aegean
0.8,cyprus_2nd_13,cyprus_4th_c_4,-200,-100,Hellenistic,Cypriot,Cyprus,-400,-300,Achaemenid,Cypriot,Cyprus
0.8,Palmyra39_male,egypt_3rdcentury_BC_67,-100,300,Roman,Palmyrian,Mesopotamia,-300,-200,Hellenistic,Greco-Egyptian,Egypt
0.8,Palmyra47,egypt_12dynasty_7,-100,300,Roman,Palmyrian,Mesopotamia,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.8,Palmyra30,levant_5c_43,-100,300,Roman,Palmyrian,Mesopotamia,-500,-400,Achaemenid,Phoenician,Levant
0.8,cyprus_4th_c_4,egypt_6c_21,-400,-300,Achaemenid,Cypriot,Cyprus,-600,-500,Saite Period,Egyptian,Egypt
0.8,Palmyra38,levant_5c_43,-100,300,Roman,Palmyrian,Mesopotamia,-500,-400,Achaemenid,Phoenician,Levant
0.8,Palmyra38,egypt3rd_9,-100,300,Roman,Palmyrian,Mesopotamia,-300,-200,Hellenistic,Egyptian,Egypt
0.8,greece_27_2200BCE6,greece_27_2500BCE1,-2700,-2200,Cycladic,Cyclades,Aegean,-2700,-2500,Cycladic,Cyclades,Aegean
0.8,Palmyra38,assyria9thc3,-100,300,Roman,Palmyrian,Mesopotamia,-900,-800,Neo-Assyrian,Assyrian,Mesopotamia
0.8,cyprus_4th_c_4,cyprus_roman_15,-400,-300,Achaemenid,Cypriot,Cyprus,-100,200,Roman,Cypriot,Cyprus
0.8,Palmyra25,egypt_12dynasty_7,-100,300,Roman,Palmyrian,Mesopotamia,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.8,Palmyra48,anatolia_14_3,-100,300,Roman,Palmyrian,Mesopotamia,-1400,-1300,Late Bronze,Hittite,Anatolia
0.8,cyprus_roman_15,greek4-14,-100,200,Roman,Cypriot,Cyprus,-400,-300,Hellenistic,Greek,Aegean
0.79,Palmyra46,egypt_13th_century,-100,300,Roman,Palmyrian,Mesopotamia,-1300,-1200,Middle Kingdom,Egyptian,Egypt
0.79,assyrian_1,egypt_6c_15,-700,-600,Neo-Assyrian,Assyrian,Mesopotamia,-600,-500,Saite Period,Egyptian,Egypt
0.79,egypt_12d_9,egypt_18d_61,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.79,achaemenid4,egypt_6c_15,-500,-400,Achaemenid,Achaemenid,Iran,-600,-500,Saite Period,Egyptian,Egypt
0.79,egypt_9_8c_15,ramsesII,-900,-800,Third Intermediate,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
