Similarity,File 1,File 2,Time 1,Time 1 End,Period 1,Culture 1,Region 1,Time 2,Time 2 End,Period 2,Culture 2,Region 2
0.7925,cyprus_3rd_8,cyprus_4th_c_4,-300,-100,Hellenistic,Cypriot,Cyprus,-400,-300,Achaemenid,Cypriot,Cyprus
0.7325,Palmyra39_male,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,-100,Hellenistic,Cypriot,Cyprus
0.73,Palmyra47,levant_5c_43,-100,300,Roman,Palmyrian,Mesopotamia,-500,-400,Achaemenid,Phoenician,Levant
0.7275,egypt_13th_century,egypt_6c_21,-1300,-1200,Middle Kingdom,Egyptian,Egypt,-600,-500,Saite Period,Egyptian,Egypt
0.7225,cyprus_4th_c_4,egypt_6c_21,-400,-300,Achaemenid,Cypriot,Cyprus,-600,-500,Saite Period,Egyptian,Egypt
0.72,Palmyra39_male,Palmyra47,-100,300,Roman,Palmyrian,Mesopotamia,-100,300,Roman,Palmyrian,Mesopotamia
0.72,cyprus_4th_c_4,cyprus_roman_15,-400,-300,Achaemenid,Cypriot,Cyprus,-100,200,Roman,Cypriot,Cyprus
0.7175,Palmyra47,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,-100,Hellenistic,Cypriot,Cyprus
0.7125,cyprus_2nd_13,egypt_6c_21,-200,-100,Hellenistic,Cypriot,Cyprus,-600,-500,Saite Period,Egyptian,Egypt
0.71,Palmyra47,cyprus_3rd_8,-100,300,Roman,Palmyrian,Mesopotamia,-300,-100,Hellenistic,Cypriot,Cyprus
0.71,egypt_12dynasty_7,levant_5c_43,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-500,-400,Achaemenid,Phoenician,Levant
0.71,Palmyra30,levant_5c_43,-100,300,Roman,Palmyrian,Mesopotamia,-500,-400,Achaemenid,Phoenician,Levant
0.7075,phoenician_5_2,phoenician_5_4_1,-500,-400,Achaemenid,Phoenician,Levant,-500,-300,Achaemenid,Phoenician,Levant
0.7075,Palmyra25,cyprus_2nd_13,-100,300,Roman,Palmyrian,Mesopotamia,-200,-100,Hellenistic,Cypriot,Cyprus
0.705,Palmyra47,greek4-14,-100,300,Roman,Palmyrian,Mesopotamia,-400,-300,Hellenistic,Greek,Aegean
0.7025,Palmyra47,egypt_9_8c_15,-100,300,Roman,Palmyrian,Mesopotamia,-900,-800,Third Intermediate,Egyptian,Egypt
0.7025,egypt_18d_44,egypt_9_8c_15,-1500,-1400,New Kingdom,Egyptian,Egypt,-900,-800,Third Intermediate,Egyptian,Egypt
0.7,Palmyra25,egypt_12dynasty_7,-100,300,Roman,Palmyrian,Mesopotamia,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.7,Palmyra30,cyprus_5th_8,-100,300,Roman,Palmyrian,Mesopotamia,-500,-400,Achaemenid,Cypriot,Cyprus
0.7,gandhara1,ptolemaic_2,100,200,Kushan,Kushan,Gandhara,-200,-100,Hellenistic,Greco-Egyptian,Egypt
0.6975,Palmyra47,egypt_18th_1,-100,300,Roman,Palmyrian,Mesopotamia,-1600,-1300,New Kingdom,Egyptian,Egypt
0.6975,Palmyra39_male,egypt_9_8c_15,-100,300,Roman,Palmyrian,Mesopotamia,-900,-800,Third Intermediate,Egyptian,Egypt
0.6975,Palmyra39_male,cyprus_roman_15,-100,300,Roman,Palmyrian,Mesopotamia,-100,200,Roman,Cypriot,Cyprus
0.6975,Palmyra49,egypt_12dynasty_7,-100,300,Roman,Palmyrian,Mesopotamia,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.695,Palmyra47,cleobis_2,-100,300,Roman,Palmyrian,Mesopotamia,-600,-500,Archaic,Greek,Aegean
0.695,Palmyra39_male,cyprus_5th_8,-100,300,Roman,Palmyrian,Mesopotamia,-500,-400,Achaemenid,Cypriot,Cyprus
0.695,Palmyra25,levant_5c_43,-100,300,Roman,Palmyrian,Mesopotamia,-500,-400,Achaemenid,Phoenician,Levant
0.6925,Palmyra39_male,egypt5d_31,-100,300,Roman,Palmyrian,Mesopotamia,-2600,-2400,Old Kingdom,Egyptian,Egypt
0.6925,Palmyra48,egypt_19_5,-100,300,Roman,Palmyrian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.6925,canaanite_61.JPG,levant_1400-1200BC_2,-1400,-1200,Late Bronze,Canaanite,Levant,-1400,-1200,Late Bronze,Canaanite,Levant
0.6925,egypt_18d_61,egypt_9_8c_15,-1500,-1400,New Kingdom,Egyptian,Egypt,-900,-800,Third Intermediate,Egyptian,Egypt
0.6925,Palmyra47,gandhara11,-100,300,Roman,Palmyrian,Mesopotamia,100,200,Kushan,Kushan,Gandhara
0.69,egypt_18d_44,levant_5c_43,-1500,-1400,New Kingdom,Egyptian,Egypt,-500,-400,Achaemenid,Phoenician,Levant
0.69,egypt_18_34,ramsesII,-1500,-1400,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.69,Palmyra47,egypt_3rdcentury_BC_67,-100,300,Roman,Palmyrian,Mesopotamia,-300,-200,Hellenistic,Greco-Egyptian,Egypt
0.69,cleobis_2,greek4-14,-600,-500,Archaic,Greek,Aegean,-400,-300,Hellenistic,Greek,Aegean
0.69,Palmyra25,cleobis_2,-100,300,Roman,Palmyrian,Mesopotamia,-600,-500,Archaic,Greek,Aegean
