Similarity,File 1,File 2,Time 1,Time 1 End,Period 1,Culture 1,Region 1,Time 2,Time 2 End,Period 2,Culture 2,Region 2
0.7225,cyprus_4th_c_4,egypt_6c_21,-400,-300,Achaemenid,Cypriot,Cyprus,-600,-500,Saite Period,Egyptian,Egypt
0.72,cypriot_6th_8,idlion_6th_15,-600,-500,Neo-Babylonian,Cypriot,Cyprus,-600,-500,Neo-Babylonian,Cypriot,Cyprus
0.7075,phoenician_5_2,phoenician_5_4_1,-500,-400,Achaemenid,Phoenician,Levant,-500,-300,Achaemenid,Phoenician,Levant
0.7025,cypro_6th_centuryBC1,greek6_1,-600,-500,Neo-Babylonian,Cypriot,Cyprus,-600,-500,Hellenistic,Greek,Aegean
0.6975,egypt_9_8c_15,levant_5c_43,-900,-800,Third Intermediate,Egyptian,Egypt,-500,-400,Achaemenid,Phoenician,Levant
0.685,cleobis_1,cleobis_2,-600,-500,Archaic,Greek,Aegean,-600,-500,Archaic,Greek,Aegean
0.68,cyprus_4th_2,cyprus_4th_c_4,-400,-300,Achaemenid,Cypriot,Cyprus,-400,-300,Achaemenid,Cypriot,Cyprus
0.68,cyprus_4th_8,cyprus_5th_8,-400,-300,Achaemenid,Cypriot,Cyprus,-500,-400,Achaemenid,Cypriot,Cyprus
0.68,cleobis_2,levant_5c_43,-600,-500,Archaic,Greek,Aegean,-500,-400,Achaemenid,Phoenician,Levant
0.6775,egypt_7c_31,greek6_1,-700,-600,Saite Period,Egyptian,Egypt,-600,-500,Hellenistic,Greek,Aegean
0.675,levant_5c_43,phoenician_5_2,-500,-400,Achaemenid,Phoenician,Levant,-500,-400,Achaemenid,Phoenician,Levant
0.675,achaemenid5,phoenician_4_2,-500,-400,Achaemenid,Achaemenid,Iran,-400,-300,Achaemenid,Phoenician,Levant
0.675,cyprus_7-6th_BC-5,egypt_6c_21,-700,-600,Neo-Assyrian,Cypriot,Cyprus,-600,-500,Saite Period,Egyptian,Egypt
0.675,idalion_2_6thCentury,levant_5c_43,-600,-500,Neo-Babylonian,Cypriot,Cyprus,-500,-400,Achaemenid,Phoenician,Levant
0.6725,levant_5c_43,phoenician_5_4_1,-500,-400,Achaemenid,Phoenician,Levant,-500,-300,Achaemenid,Phoenician,Levant
0.6725,assyria9thc3,phoenician_5_2,-900,-800,Neo-Assyrian,Assyrian,Mesopotamia,-500,-400,Achaemenid,Phoenician,Levant
0.6725,egypt_6c_21,egypt_9_8c_15,-600,-500,Saite Period,Egyptian,Egypt,-900,-800,Third Intermediate,Egyptian,Egypt
0.6725,egypt_6c_21,phoenician_5_4_1,-600,-500,Saite Period,Egyptian,Egypt,-500,-300,Achaemenid,Phoenician,Levant
0.6725,cleobis_2,cyprus_4th_2,-600,-500,Archaic,Greek,Aegean,-400,-300,Achaemenid,Cypriot,Cyprus
0.6725,cyprus_5th_8,egypt_9_8c_15,-500,-400,Achaemenid,Cypriot,Cyprus,-900,-800,Third Intermediate,Egyptian,Egypt
0.67,cypriot-5thcentury_3,egypt_7c_31,-500,-400,Achaemenid,Cypriot,Cyprus,-700,-600,Saite Period,Egyptian,Egypt
0.67,cleobis_1,levant_5c_43,-600,-500,Archaic,Greek,Aegean,-500,-400,Achaemenid,Phoenician,Levant
0.67,phoenician_4_1,phoenician_5_4_1,-400,-300,Achaemenid,Phoenician,Levant,-500,-300,Achaemenid,Phoenician,Levant
0.67,greek6_2,neo_assyrian4,-600,-500,Archaic,Greek,Aegean,-900,-600,Neo-Assyrian,Assyrian,Mesopotamia
0.6675,cleobis_2,egypt_9_8c_15,-600,-500,Archaic,Greek,Aegean,-900,-800,Third Intermediate,Egyptian,Egypt
0.665,egypt_6c_21,levant_5c_43,-600,-500,Saite Period,Egyptian,Egypt,-500,-400,Achaemenid,Phoenician,Levant
0.665,achaemenid4,egypt_9_8c_15,-500,-400,Achaemenid,Achaemenid,Iran,-900,-800,Third Intermediate,Egyptian,Egypt
0.665,cyprus_4th_2,phoenician_5_4_1,-400,-300,Achaemenid,Cypriot,Cyprus,-500,-300,Achaemenid,Phoenician,Levant
0.665,assyrian4,phoenician_5_2,-700,-600,Neo-Assyrian,Assyrian,Mesopotamia,-500,-400,Achaemenid,Phoenician,Levant
0.665,egypt_6c_15,phoenician_5_2,-600,-500,Saite Period,Egyptian,Egypt,-500,-400,Achaemenid,Phoenician,Levant
0.6625,phoenician_5_4_1,phonecian_5_3c_5,-500,-300,Achaemenid,Phoenician,Levant,-500,-300,Achaemenid,Phoenician,Levant
0.6625,assyria9thc3,levant_5c_43,-900,-800,Neo-Assyrian,Assyrian,Mesopotamia,-500,-400,Achaemenid,Phoenician,Levant
0.6625,cyprus_4th_2,egypt_6c_21,-400,-300,Achaemenid,Cypriot,Cyprus,-600,-500,Saite Period,Egyptian,Egypt
0.66,cyprus_5th_8,idalion_2_6thCentury,-500,-400,Achaemenid,Cypriot,Cyprus,-600,-500,Neo-Babylonian,Cypriot,Cyprus
0.66,egypt_7c_12,egypt_9_8c_15,-700,-600,Saite Period,Egyptian,Egypt,-900,-800,Third Intermediate,Egyptian,Egypt
